Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"748"	"FOXE1"	"699.3"	"ARCHS4 Coexpression,775;Enrichr Queries,1044;GTEx Coexpression,279"	""
"gene_set_query"	"749"	"ZNF669"	"699.7"	"ARCHS4 Coexpression,1543;Enrichr Queries,367;GTEx Coexpression,189"	"IFIT3"
"gene_set_query"	"750"	"ZNF44"	"700.0"	"ARCHS4 Coexpression,921;Enrichr Queries,215;GTEx Coexpression,964"	"XAF1,IFIT3"
"gene_set_query"	"751"	"MBD1"	"700.0"	"ARCHS4 Coexpression,1003;Enrichr Queries,949;GTEx Coexpression,148"	""
"gene_set_query"	"752"	"ZNF134"	"700.7"	"ARCHS4 Coexpression,1519;Enrichr Queries,316;GTEx Coexpression,267"	"IFIT3"
"gene_set_query"	"753"	"MYBL1"	"700.8"	"Literature ChIP-seq,153;ARCHS4 Coexpression,1450;Enrichr Queries,1110;GTEx Coexpression,90"	"ZBP1"
"gene_set_query"	"754"	"MLX"	"702.3"	"ARCHS4 Coexpression,519;Enrichr Queries,686;GTEx Coexpression,902"	""
"gene_set_query"	"755"	"ZNF619"	"702.7"	"ARCHS4 Coexpression,1140;Enrichr Queries,430;GTEx Coexpression,538"	"IFIT3"
"gene_set_query"	"756"	"BPTF"	"703.5"	"ARCHS4 Coexpression,561;GTEx Coexpression,846"	""
"gene_set_query"	"757"	"FBXL19"	"704.0"	"ARCHS4 Coexpression,841;GTEx Coexpression,567"	""
"gene_set_query"	"758"	"LIN28B"	"704.0"	"ARCHS4 Coexpression,205;Enrichr Queries,1069;GTEx Coexpression,838"	""
"gene_set_query"	"759"	"LBX2"	"704.3"	"ARCHS4 Coexpression,528;Enrichr Queries,950;GTEx Coexpression,635"	""
"gene_set_query"	"760"	"ZNF594"	"704.7"	"ARCHS4 Coexpression,1614;Enrichr Queries,113;GTEx Coexpression,387"	"XAF1,IFI44L,IFIT3"
"gene_set_query"	"761"	"ZNF155"	"705.7"	"ARCHS4 Coexpression,1446;Enrichr Queries,70;GTEx Coexpression,601"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"762"	"ZNF705A"	"705.7"	"ARCHS4 Coexpression,698;Enrichr Queries,117;GTEx Coexpression,1302"	"IFITM3,IFIT3"
"gene_set_query"	"763"	"ZNF83"	"706.3"	"ARCHS4 Coexpression,1317;Enrichr Queries,71;ReMap ChIP-seq,276;GTEx Coexpression,1161"	"IFI44,XAF1,IFI44L"
"gene_set_query"	"764"	"CEBPG"	"706.8"	"ARCHS4 Coexpression,807;Enrichr Queries,1223;ReMap ChIP-seq,283;GTEx Coexpression,514"	""
"gene_set_query"	"765"	"ZNF419"	"707.0"	"ARCHS4 Coexpression,1006;Enrichr Queries,144;GTEx Coexpression,971"	"IFI44,IFIT3"
"gene_set_query"	"766"	"ZNF383"	"707.3"	"ARCHS4 Coexpression,940;Enrichr Queries,99;GTEx Coexpression,1083"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"767"	"ZNF577"	"707.3"	"ARCHS4 Coexpression,904;Enrichr Queries,381;GTEx Coexpression,837"	"IFI44L"
"gene_set_query"	"768"	"MAFG"	"708.3"	"ARCHS4 Coexpression,793;Enrichr Queries,791;ReMap ChIP-seq,10;GTEx Coexpression,1239"	"IFITM3,IFIT3"
"gene_set_query"	"769"	"TCF7L2"	"708.3"	"Literature ChIP-seq,137;ARCHS4 Coexpression,1457;ENCODE ChIP-seq,53;Enrichr Queries,1105;ReMap ChIP-seq,164;GTEx Coexpression,1334"	"PARP9"
"gene_set_query"	"770"	"MECOM"	"708.3"	"Literature ChIP-seq,50;ARCHS4 Coexpression,576;GTEx Coexpression,1499"	"IFITM3"
"gene_set_query"	"771"	"ZNF672"	"708.3"	"ARCHS4 Coexpression,595;Enrichr Queries,205;GTEx Coexpression,1325"	"IFITM3,IFI44"
"gene_set_query"	"772"	"ZNF567"	"710.0"	"ARCHS4 Coexpression,445;Enrichr Queries,284;GTEx Coexpression,1401"	"IFIT3"
"gene_set_query"	"773"	"FOXF1"	"710.3"	"ARCHS4 Coexpression,1334;Enrichr Queries,361;GTEx Coexpression,436"	"IFITM3"
"gene_set_query"	"774"	"ZNF571"	"710.3"	"ARCHS4 Coexpression,930;Enrichr Queries,56;GTEx Coexpression,1145"	"IFI44,IFI44L,IFIT3,TRIM22"
"gene_set_query"	"775"	"ZBED9"	"710.5"	"ARCHS4 Coexpression,667;GTEx Coexpression,754"	""
"gene_set_query"	"776"	"ZNF696"	"710.7"	"ARCHS4 Coexpression,694;Enrichr Queries,580;GTEx Coexpression,858"	""
"gene_set_query"	"777"	"EEA1"	"711.0"	"ARCHS4 Coexpression,922;Enrichr Queries,728;GTEx Coexpression,483"	""
"gene_set_query"	"778"	"ZNF559"	"712.0"	"ARCHS4 Coexpression,571;Enrichr Queries,380;GTEx Coexpression,1185"	"XAF1"
"gene_set_query"	"779"	"SOX30"	"712.3"	"ARCHS4 Coexpression,613;Enrichr Queries,249;GTEx Coexpression,1275"	"IFIT3"
"gene_set_query"	"780"	"RHOXF2B"	"712.3"	"ARCHS4 Coexpression,666;Enrichr Queries,554;GTEx Coexpression,917"	""
"gene_set_query"	"781"	"JRK"	"712.5"	"ARCHS4 Coexpression,262;GTEx Coexpression,1163"	""
"gene_set_query"	"782"	"ZNF670"	"712.5"	"ARCHS4 Coexpression,1294;Enrichr Queries,131"	"IFI44,IFIT3"
"gene_set_query"	"783"	"SEBOX"	"713.0"	"ARCHS4 Coexpression,947;Enrichr Queries,479"	"IFIT3"
"gene_set_query"	"784"	"ZNF222"	"713.0"	"ARCHS4 Coexpression,1400;Enrichr Queries,85;GTEx Coexpression,654"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"785"	"ZFP37"	"713.0"	"ARCHS4 Coexpression,1590;Enrichr Queries,285;GTEx Coexpression,264"	"IFIT3"
"gene_set_query"	"786"	"ADNP2"	"714.7"	"ARCHS4 Coexpression,349;Enrichr Queries,649;GTEx Coexpression,1146"	""
"gene_set_query"	"787"	"POU2F3"	"714.7"	"ARCHS4 Coexpression,1527;Enrichr Queries,395;GTEx Coexpression,222"	"XAF1"
"gene_set_query"	"788"	"HSF5"	"715.0"	"ARCHS4 Coexpression,484;Enrichr Queries,157;GTEx Coexpression,1504"	"ZBP1,XAF1"
"gene_set_query"	"789"	"ZSCAN1"	"715.7"	"ARCHS4 Coexpression,187;Enrichr Queries,768;GTEx Coexpression,1192"	""
"gene_set_query"	"790"	"KLF15"	"715.7"	"ARCHS4 Coexpression,180;Enrichr Queries,363;GTEx Coexpression,1604"	"IFITM3"
"gene_set_query"	"791"	"ZBTB7C"	"716.7"	"ARCHS4 Coexpression,612;Enrichr Queries,1115;GTEx Coexpression,423"	""
"gene_set_query"	"792"	"LCORL"	"716.7"	"ARCHS4 Coexpression,1322;Enrichr Queries,559;GTEx Coexpression,269"	""
"gene_set_query"	"793"	"ZNF416"	"717.7"	"ARCHS4 Coexpression,1110;Enrichr Queries,162;GTEx Coexpression,881"	"IFITM3,IFIT3"
"gene_set_query"	"794"	"NFIC"	"717.8"	"ARCHS4 Coexpression,1348;ENCODE ChIP-seq,4;Enrichr Queries,1031;ReMap ChIP-seq,228;GTEx Coexpression,978"	"IFI44,IFI44L"
"gene_set_query"	"795"	"ZNF704"	"718.0"	"ARCHS4 Coexpression,675;Enrichr Queries,1255;GTEx Coexpression,224"	""
"gene_set_query"	"796"	"ZEB1"	"718.2"	"ARCHS4 Coexpression,575;ENCODE ChIP-seq,107;Enrichr Queries,1166;ReMap ChIP-seq,138;GTEx Coexpression,1605"	""
"gene_set_query"	"797"	"ZFPM1"	"718.3"	"ARCHS4 Coexpression,1094;Enrichr Queries,499;GTEx Coexpression,562"	"IFITM3"
"gene_set_query"	"798"	"ZNF713"	"720.7"	"ARCHS4 Coexpression,1395;Enrichr Queries,182;GTEx Coexpression,585"	"IFI44L,IFIT3"
"gene_set_query"	"799"	"IKZF4"	"720.7"	"ARCHS4 Coexpression,760;Enrichr Queries,915;GTEx Coexpression,487"	""
"gene_set_query"	"800"	"ZNF625"	"721.7"	"ARCHS4 Coexpression,936;Enrichr Queries,1174;GTEx Coexpression,55"	"EIF2AK2"
"gene_set_query"	"801"	"KLF9"	"722.0"	"ARCHS4 Coexpression,1622;Enrichr Queries,416;ReMap ChIP-seq,226;GTEx Coexpression,624"	"IFITM3"
"gene_set_query"	"802"	"ZNF689"	"722.3"	"ARCHS4 Coexpression,431;Enrichr Queries,691;GTEx Coexpression,1045"	""
"gene_set_query"	"803"	"ASCL1"	"722.8"	"ARCHS4 Coexpression,456;Enrichr Queries,1273;ReMap ChIP-seq,172;GTEx Coexpression,990"	""
"gene_set_query"	"804"	"HMX2"	"723.0"	"ARCHS4 Coexpression,774;Enrichr Queries,1358;GTEx Coexpression,37"	"EIF2AK2,IFI44L"
"gene_set_query"	"805"	"ZNF18"	"724.0"	"ARCHS4 Coexpression,949;Enrichr Queries,436;GTEx Coexpression,787"	"IFIT3"
"gene_set_query"	"806"	"ZNF239"	"724.0"	"ARCHS4 Coexpression,527;Enrichr Queries,203;GTEx Coexpression,1442"	"IFI44L,IFIT3"
"gene_set_query"	"807"	"ZFP41"	"725.3"	"ARCHS4 Coexpression,983;Enrichr Queries,594;GTEx Coexpression,599"	""
"gene_set_query"	"808"	"SP9"	"725.5"	"ARCHS4 Coexpression,579;GTEx Coexpression,872"	""
"gene_set_query"	"809"	"ZSCAN29"	"726.0"	"ARCHS4 Coexpression,970;Enrichr Queries,566;GTEx Coexpression,642"	""
"gene_set_query"	"810"	"ESRRG"	"726.0"	"ARCHS4 Coexpression,202;Enrichr Queries,620;GTEx Coexpression,1356"	""
"gene_set_query"	"811"	"FOXJ2"	"726.3"	"ARCHS4 Coexpression,1212;Enrichr Queries,767;ReMap ChIP-seq,273;GTEx Coexpression,653"	""
"gene_set_query"	"812"	"ZNF777"	"726.7"	"ARCHS4 Coexpression,1301;Enrichr Queries,536;GTEx Coexpression,343"	""
"gene_set_query"	"813"	"ZBED1"	"727.5"	"ARCHS4 Coexpression,1318;Enrichr Queries,65;ReMap ChIP-seq,42;GTEx Coexpression,1485"	"IFITM3,IFI44,IFIT3"
"gene_set_query"	"814"	"KLF14"	"728.0"	"ARCHS4 Coexpression,324;Enrichr Queries,1132"	""
"gene_set_query"	"815"	"NFIX"	"728.0"	"ARCHS4 Coexpression,1321;Enrichr Queries,302;GTEx Coexpression,561"	"IFITM3"
"gene_set_query"	"816"	"ZNF718"	"728.7"	"ARCHS4 Coexpression,1621;Enrichr Queries,517;GTEx Coexpression,48"	"EIF2AK2,IFI44L"
"gene_set_query"	"817"	"ZNF684"	"729.3"	"ARCHS4 Coexpression,1007;Enrichr Queries,33;GTEx Coexpression,1148"	"IFI44,XAF1,IFI44L,IFIT3,TRIM22"
"gene_set_query"	"818"	"ZNF329"	"729.7"	"ARCHS4 Coexpression,1555;Enrichr Queries,95;GTEx Coexpression,539"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"819"	"SOX11"	"729.8"	"Literature ChIP-seq,35;ARCHS4 Coexpression,892;Enrichr Queries,1100;ReMap ChIP-seq,51;GTEx Coexpression,1571"	"EIF2AK2,IFIT3"
"gene_set_query"	"820"	"TEF"	"730.0"	"ARCHS4 Coexpression,1388;Enrichr Queries,352;GTEx Coexpression,450"	"IFITM3"
"gene_set_query"	"821"	"PURG"	"730.5"	"ARCHS4 Coexpression,847;GTEx Coexpression,614"	""
"gene_set_query"	"822"	"ZNF41"	"732.3"	"ARCHS4 Coexpression,381;Enrichr Queries,629;GTEx Coexpression,1187"	""
"gene_set_query"	"823"	"NR1D1"	"732.7"	"ARCHS4 Coexpression,1455;Enrichr Queries,148;GTEx Coexpression,595"	"IFITM3,IFIT3"
"gene_set_query"	"824"	"ZBTB25"	"733.0"	"ARCHS4 Coexpression,1420;Enrichr Queries,405;GTEx Coexpression,374"	"IFIT3"
"gene_set_query"	"825"	"ANKZF1"	"733.3"	"ARCHS4 Coexpression,36;Enrichr Queries,596;GTEx Coexpression,1568"	"TRIM22"
"gene_set_query"	"826"	"TCF12"	"733.6"	"ARCHS4 Coexpression,1130;ENCODE ChIP-seq,29;Enrichr Queries,711;ReMap ChIP-seq,199;GTEx Coexpression,1599"	"IFIT3"
"gene_set_query"	"827"	"MEIS2"	"734.5"	"ARCHS4 Coexpression,108;Enrichr Queries,1161;ReMap ChIP-seq,278;GTEx Coexpression,1391"	""
"gene_set_query"	"828"	"ZBTB24"	"734.7"	"ARCHS4 Coexpression,16;Enrichr Queries,1144;GTEx Coexpression,1044"	"EIF2AK2,TRIM22"
"gene_set_query"	"829"	"ZNF431"	"735.3"	"ARCHS4 Coexpression,1052;Enrichr Queries,481;GTEx Coexpression,673"	"IFI44L"
"gene_set_query"	"830"	"BARX2"	"736.0"	"ARCHS4 Coexpression,434;Enrichr Queries,941;GTEx Coexpression,833"	""
"gene_set_query"	"831"	"ZKSCAN2"	"737.0"	"ARCHS4 Coexpression,245;Enrichr Queries,570;GTEx Coexpression,1396"	""
"gene_set_query"	"832"	"ZIC4"	"737.7"	"ARCHS4 Coexpression,243;Enrichr Queries,1334;GTEx Coexpression,636"	""
"gene_set_query"	"833"	"DMRT2"	"737.7"	"ARCHS4 Coexpression,175;Enrichr Queries,838;GTEx Coexpression,1200"	""
"gene_set_query"	"834"	"HOXC10"	"738.0"	"ARCHS4 Coexpression,733;Enrichr Queries,1087;GTEx Coexpression,394"	""
"gene_set_query"	"835"	"ZNF74"	"739.0"	"ARCHS4 Coexpression,232;Enrichr Queries,884;GTEx Coexpression,1101"	""
"gene_set_query"	"836"	"USF2"	"740.0"	"ARCHS4 Coexpression,1039;ENCODE ChIP-seq,42;Enrichr Queries,887;ReMap ChIP-seq,145;GTEx Coexpression,1587"	"ZBP1"
"gene_set_query"	"837"	"ZNF787"	"741.0"	"ARCHS4 Coexpression,704;Enrichr Queries,1122;GTEx Coexpression,397"	""
"gene_set_query"	"838"	"ZNF735"	"741.5"	"ARCHS4 Coexpression,932;GTEx Coexpression,551"	""
"gene_set_query"	"839"	"ZNF550"	"741.7"	"ARCHS4 Coexpression,1011;Enrichr Queries,860;GTEx Coexpression,354"	""
"gene_set_query"	"840"	"LHX1"	"742.0"	"ARCHS4 Coexpression,197;Enrichr Queries,1287"	""
"gene_set_query"	"841"	"LHX5"	"742.3"	"ARCHS4 Coexpression,737;Enrichr Queries,1303;GTEx Coexpression,187"	""
"gene_set_query"	"842"	"RFX7"	"743.0"	"ARCHS4 Coexpression,789;Enrichr Queries,644;GTEx Coexpression,796"	""
"gene_set_query"	"843"	"ZNF446"	"743.3"	"ARCHS4 Coexpression,415;Enrichr Queries,826;GTEx Coexpression,989"	""
"gene_set_query"	"844"	"SP8"	"744.0"	"ARCHS4 Coexpression,820;Enrichr Queries,1211;GTEx Coexpression,201"	""
"gene_set_query"	"845"	"CREB3L1"	"744.3"	"ARCHS4 Coexpression,1597;Enrichr Queries,276;ReMap ChIP-seq,250;GTEx Coexpression,854"	"IFITM3"
"gene_set_query"	"846"	"BAZ2B"	"744.3"	"ARCHS4 Coexpression,751;Enrichr Queries,627;GTEx Coexpression,855"	""
"gene_set_query"	"847"	"NKRF"	"744.7"	"ARCHS4 Coexpression,720;Enrichr Queries,932;GTEx Coexpression,582"	""
"gene_set_query"	"848"	"SOX21"	"746.0"	"ARCHS4 Coexpression,724;Enrichr Queries,1092;GTEx Coexpression,422"	""
"gene_set_query"	"849"	"ZNF782"	"746.3"	"ARCHS4 Coexpression,934;Enrichr Queries,151;GTEx Coexpression,1154"	"IFI44L,IFIT3"
"gene_set_query"	"850"	"RBAK"	"747.3"	"ARCHS4 Coexpression,1336;Enrichr Queries,621;GTEx Coexpression,285"	""
"gene_set_query"	"851"	"ELF5"	"747.6"	"Literature ChIP-seq,113;ARCHS4 Coexpression,1459;Enrichr Queries,1088;ReMap ChIP-seq,289;GTEx Coexpression,789"	""
"gene_set_query"	"852"	"ZNF324"	"748.3"	"ARCHS4 Coexpression,1105;Enrichr Queries,565;GTEx Coexpression,575"	""
"gene_set_query"	"853"	"ZNF736"	"748.5"	"ARCHS4 Coexpression,94;GTEx Coexpression,1403"	"XAF1"
"gene_set_query"	"854"	"ZFP14"	"749.7"	"ARCHS4 Coexpression,1203;Enrichr Queries,425;GTEx Coexpression,621"	"IFIT3"
"gene_set_query"	"855"	"ZNF860"	"750.0"	"ARCHS4 Coexpression,1088;GTEx Coexpression,412"	""
"gene_set_query"	"856"	"ZNF454"	"750.7"	"ARCHS4 Coexpression,718;Enrichr Queries,511;GTEx Coexpression,1023"	"IFIT3"
"gene_set_query"	"857"	"CAMTA1"	"751.7"	"ARCHS4 Coexpression,868;Enrichr Queries,657;GTEx Coexpression,730"	""
"gene_set_query"	"858"	"NME2"	"751.7"	"ARCHS4 Coexpression,687;ReMap ChIP-seq,208;GTEx Coexpression,1360"	""
"gene_set_query"	"859"	"SCRT2"	"751.7"	"ARCHS4 Coexpression,935;Enrichr Queries,959;GTEx Coexpression,361"	""
"gene_set_query"	"860"	"ADNP"	"752.5"	"ARCHS4 Coexpression,851;Enrichr Queries,606;ReMap ChIP-seq,280;GTEx Coexpression,1273"	""
"gene_set_query"	"861"	"NOBOX"	"754.0"	"ARCHS4 Coexpression,543;Enrichr Queries,1258;GTEx Coexpression,461"	""
"gene_set_query"	"862"	"ZNF470"	"754.3"	"ARCHS4 Coexpression,927;Enrichr Queries,51;GTEx Coexpression,1285"	"IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"863"	"TRERF1"	"754.3"	"ARCHS4 Coexpression,258;Enrichr Queries,747;GTEx Coexpression,1258"	""
"gene_set_query"	"864"	"FAM200B"	"755.0"	"ARCHS4 Coexpression,350;GTEx Coexpression,1160"	""
"gene_set_query"	"865"	"ZKSCAN8"	"755.0"	"ARCHS4 Coexpression,790;GTEx Coexpression,720"	""
"gene_set_query"	"866"	"BHLHE41"	"755.0"	"ARCHS4 Coexpression,618;GTEx Coexpression,892"	""
"gene_set_query"	"867"	"PPARG"	"756.2"	"Literature ChIP-seq,65;ARCHS4 Coexpression,1485;Enrichr Queries,435;ReMap ChIP-seq,217;GTEx Coexpression,1579"	"PARP9,IFIT3"
"gene_set_query"	"868"	"REPIN1"	"757.0"	"ARCHS4 Coexpression,1031;Enrichr Queries,369;GTEx Coexpression,871"	"IFITM3"
"gene_set_query"	"869"	"SOX17"	"757.5"	"Literature ChIP-seq,102;ARCHS4 Coexpression,1474;Enrichr Queries,427;GTEx Coexpression,1027"	"IFITM3"
"gene_set_query"	"870"	"ZNF207"	"757.8"	"ARCHS4 Coexpression,1311;Enrichr Queries,561;ReMap ChIP-seq,239;GTEx Coexpression,920"	""
"gene_set_query"	"871"	"NR2F1"	"758.0"	"ARCHS4 Coexpression,1012;Enrichr Queries,1073;ReMap ChIP-seq,58;GTEx Coexpression,889"	"ZBP1"
"gene_set_query"	"872"	"ZNF563"	"758.0"	"ARCHS4 Coexpression,632;Enrichr Queries,48;GTEx Coexpression,1594"	"IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"873"	"ZNF135"	"759.0"	"ARCHS4 Coexpression,686;Enrichr Queries,463;GTEx Coexpression,1128"	"IFI44L"
"gene_set_query"	"874"	"ZNF33B"	"759.3"	"ARCHS4 Coexpression,852;Enrichr Queries,1093;GTEx Coexpression,333"	""
"gene_set_query"	"875"	"NFE2L1"	"760.0"	"ARCHS4 Coexpression,1307;Enrichr Queries,378;ReMap ChIP-seq,284;GTEx Coexpression,1071"	"IFITM3"
"gene_set_query"	"876"	"ZNF783"	"760.7"	"ARCHS4 Coexpression,771;Enrichr Queries,790;GTEx Coexpression,721"	""
"gene_set_query"	"877"	"NANOGNB"	"761.5"	"ARCHS4 Coexpression,455;GTEx Coexpression,1068"	""
"gene_set_query"	"878"	"ZNF16"	"762.7"	"ARCHS4 Coexpression,795;Enrichr Queries,1059;GTEx Coexpression,434"	""
"gene_set_query"	"879"	"TP73"	"764.0"	"ARCHS4 Coexpression,303;Enrichr Queries,1063;GTEx Coexpression,926"	""
"gene_set_query"	"880"	"ZFPM2"	"764.0"	"ARCHS4 Coexpression,621;Enrichr Queries,1233;GTEx Coexpression,438"	""
"gene_set_query"	"881"	"ZNF606"	"764.7"	"ARCHS4 Coexpression,948;Enrichr Queries,223;GTEx Coexpression,1123"	"IFI44,IFIT3"
"gene_set_query"	"882"	"POU6F1"	"765.0"	"ARCHS4 Coexpression,1552;Enrichr Queries,445;GTEx Coexpression,298"	"IFIT3"
"gene_set_query"	"883"	"NR1H2"	"765.8"	"ARCHS4 Coexpression,887;Enrichr Queries,725;ReMap ChIP-seq,242;GTEx Coexpression,1209"	""
"gene_set_query"	"884"	"BNC1"	"766.3"	"ARCHS4 Coexpression,753;Enrichr Queries,1038;GTEx Coexpression,508"	""
"gene_set_query"	"885"	"SOX12"	"767.7"	"ARCHS4 Coexpression,116;Enrichr Queries,663;GTEx Coexpression,1524"	""
"gene_set_query"	"886"	"ZKSCAN3"	"767.7"	"ARCHS4 Coexpression,1444;Enrichr Queries,583;GTEx Coexpression,276"	""
"gene_set_query"	"887"	"ATOH7"	"768.0"	"ARCHS4 Coexpression,308;Enrichr Queries,1219;GTEx Coexpression,777"	""
"gene_set_query"	"888"	"ZNF586"	"768.3"	"ARCHS4 Coexpression,1464;Enrichr Queries,720;GTEx Coexpression,121"	"ZBP1"
"gene_set_query"	"889"	"HES2"	"768.7"	"ARCHS4 Coexpression,769;Enrichr Queries,981;GTEx Coexpression,556"	""
"gene_set_query"	"890"	"E4F1"	"769.3"	"Literature ChIP-seq,163;ARCHS4 Coexpression,829;Enrichr Queries,552;GTEx Coexpression,1533"	""
"gene_set_query"	"891"	"ESR2"	"769.6"	"Literature ChIP-seq,144;ARCHS4 Coexpression,1335;Enrichr Queries,809;ReMap ChIP-seq,282;GTEx Coexpression,1278"	""
"gene_set_query"	"892"	"ZNF443"	"769.7"	"ARCHS4 Coexpression,1350;Enrichr Queries,153;GTEx Coexpression,806"	"IFI44,IFIT3"
"gene_set_query"	"893"	"ZNF177"	"770.0"	"ARCHS4 Coexpression,1305;Enrichr Queries,75;GTEx Coexpression,930"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"894"	"EN2"	"770.0"	"ARCHS4 Coexpression,592;Enrichr Queries,1293;GTEx Coexpression,425"	""
"gene_set_query"	"895"	"ZNF32"	"770.7"	"ARCHS4 Coexpression,691;Enrichr Queries,128;GTEx Coexpression,1493"	"IFITM3,IFIT3"
"gene_set_query"	"896"	"L3MBTL1"	"771.0"	"ARCHS4 Coexpression,1141;GTEx Coexpression,401"	""
"gene_set_query"	"897"	"RXRG"	"771.3"	"ARCHS4 Coexpression,623;Enrichr Queries,1151;GTEx Coexpression,540"	""
"gene_set_query"	"898"	"ALX1"	"771.7"	"ARCHS4 Coexpression,173;Enrichr Queries,1185;GTEx Coexpression,957"	""
"gene_set_query"	"899"	"SRCAP"	"771.7"	"ARCHS4 Coexpression,210;Enrichr Queries,600;GTEx Coexpression,1505"	""
"gene_set_query"	"900"	"HOXB3"	"772.7"	"ARCHS4 Coexpression,599;Enrichr Queries,1244;GTEx Coexpression,475"	""
"gene_set_query"	"901"	"SNAPC2"	"774.0"	"ARCHS4 Coexpression,439;GTEx Coexpression,1109"	""
"gene_set_query"	"902"	"MSX2"	"775.0"	"ARCHS4 Coexpression,541;Enrichr Queries,936;GTEx Coexpression,848"	""
"gene_set_query"	"903"	"ZNF506"	"775.7"	"ARCHS4 Coexpression,1235;Enrichr Queries,183;GTEx Coexpression,909"	"IFI44,IFI44L"
"gene_set_query"	"904"	"ZNF436"	"775.7"	"ARCHS4 Coexpression,786;Enrichr Queries,305;GTEx Coexpression,1236"	"IFIT3"
"gene_set_query"	"905"	"ZNF365"	"776.3"	"ARCHS4 Coexpression,389;Enrichr Queries,994;GTEx Coexpression,946"	""
"gene_set_query"	"906"	"GCM2"	"776.7"	"ARCHS4 Coexpression,157;Enrichr Queries,1328;GTEx Coexpression,845"	""
"gene_set_query"	"907"	"ZNF765"	"777.7"	"ARCHS4 Coexpression,908;Enrichr Queries,744;GTEx Coexpression,681"	""
"gene_set_query"	"908"	"ZNF326"	"778.3"	"ARCHS4 Coexpression,1151;Enrichr Queries,564;GTEx Coexpression,620"	""
"gene_set_query"	"909"	"ZNF99"	"778.3"	"ARCHS4 Coexpression,1478;Enrichr Queries,551;GTEx Coexpression,306"	""
"gene_set_query"	"910"	"HOXB1"	"778.7"	"ARCHS4 Coexpression,358;Enrichr Queries,1242;GTEx Coexpression,736"	""
"gene_set_query"	"911"	"ZC3H8"	"781.5"	"ARCHS4 Coexpression,1233;Enrichr Queries,1108;ReMap ChIP-seq,258;GTEx Coexpression,527"	""
"gene_set_query"	"912"	"ZNF26"	"781.7"	"ARCHS4 Coexpression,945;Enrichr Queries,1062;GTEx Coexpression,338"	""
"gene_set_query"	"913"	"ZNF574"	"782.7"	"ARCHS4 Coexpression,480;Enrichr Queries,1120;GTEx Coexpression,748"	""
"gene_set_query"	"914"	"POU6F2"	"783.0"	"ARCHS4 Coexpression,422;Enrichr Queries,538;GTEx Coexpression,1389"	""
"gene_set_query"	"915"	"CAMTA2"	"783.3"	"ARCHS4 Coexpression,1437;Enrichr Queries,573;GTEx Coexpression,340"	""
"gene_set_query"	"916"	"ZNF608"	"783.7"	"ARCHS4 Coexpression,372;Enrichr Queries,1250;GTEx Coexpression,729"	""
"gene_set_query"	"917"	"NR2F2"	"784.0"	"ARCHS4 Coexpression,1486;ENCODE ChIP-seq,99;Enrichr Queries,1003;ReMap ChIP-seq,111;GTEx Coexpression,1221"	""
"gene_set_query"	"918"	"HINFP"	"786.0"	"ARCHS4 Coexpression,1277;ReMap ChIP-seq,26;GTEx Coexpression,1055"	"IFITM3"
"gene_set_query"	"919"	"SPZ1"	"786.5"	"ARCHS4 Coexpression,272;GTEx Coexpression,1301"	""
"gene_set_query"	"920"	"DLX2"	"786.7"	"ARCHS4 Coexpression,942;Enrichr Queries,907;GTEx Coexpression,511"	""
"gene_set_query"	"921"	"HMBOX1"	"787.3"	"ARCHS4 Coexpression,1170;Enrichr Queries,876;ReMap ChIP-seq,40;GTEx Coexpression,1063"	"IFITM3"
"gene_set_query"	"922"	"ZNF264"	"787.3"	"ARCHS4 Coexpression,967;Enrichr Queries,473;GTEx Coexpression,922"	"IFIT3"
"gene_set_query"	"923"	"ZNF445"	"787.3"	"ARCHS4 Coexpression,981;Enrichr Queries,774;GTEx Coexpression,607"	""
"gene_set_query"	"924"	"ZNF496"	"787.7"	"ARCHS4 Coexpression,772;Enrichr Queries,608;GTEx Coexpression,983"	""
"gene_set_query"	"925"	"ZNF775"	"787.7"	"ARCHS4 Coexpression,898;Enrichr Queries,341;GTEx Coexpression,1124"	"IFITM3"
"gene_set_query"	"926"	"ZNF485"	"789.0"	"ARCHS4 Coexpression,1297;Enrichr Queries,76;GTEx Coexpression,994"	"IFI44,IFIT3,TRIM22"
"gene_set_query"	"927"	"ZSCAN18"	"789.7"	"ARCHS4 Coexpression,1510;Enrichr Queries,227;GTEx Coexpression,632"	"IFITM3,IFI44"
"gene_set_query"	"928"	"TFAP2B"	"790.0"	"ARCHS4 Coexpression,509;Enrichr Queries,1196;GTEx Coexpression,665"	""
"gene_set_query"	"929"	"NEUROG2"	"790.0"	"ARCHS4 Coexpression,1004;Enrichr Queries,1336;GTEx Coexpression,30"	"EIF2AK2,IFI44L"
"gene_set_query"	"930"	"TEAD3"	"790.7"	"ARCHS4 Coexpression,870;Enrichr Queries,326;GTEx Coexpression,1176"	"IFITM3"
